glid,fk_eto_mcat_id,glcat_mcat_name
97760164,325048,3 Blade Ceiling Fan
97760164,28004,Electrical Ceiling Fans
97760164,44612,LED TV
97760164,202039,F&D Home Theater System
97760164,185739,Alkaline Water Purifier
97768859,143595,Khoya Making Machine
97768859,203352,Rasgulla Making Machine
97768859,136973,Milk Boiler
97768859,650493,Gulab Jamun Making Machine
97768859,139167,Sweets Making Machine
97815646,122624,Biomass Pellet
97815646,14357,Bamboo Flooring
97815646,177547,Wooden Floor Tiles
97815646,37935,Skirting Boards
97815646,117710,Wooden Pellet
98005802,143842,Polyester Yarn Waste
98005802,84622,Tyre Cord Fabric
98005802,222471,High Tenacity Polyester Yarn
98005802,141859,HD Plastic Granules
98005802,7120,Polyester Cord
98165211,213411,Corn Silage
98165211,127388,Corn DDGS
98165211,115,Cattle Feed
98165211,9792,Maize Cattle Feed
98165211,55637,Animals Fodder
98232609,224447,BASF Fungicides
98232609,208734,Syngenta Insecticide
98232609,224446,BASF Insecticides
98232609,230227,Willowood Plant Growth Regulators
98232609,3175,Agricultural Herbicides
98274109,183305,Water ATM
98274109,20513,RO Membranes
98274109,167125,Stainless Steel Water Tank
98274109,204197,CRI High Pressure Pumps
98274109,132266,Commercial Reverse Osmosis System
98282700,78263,Round Neck T Shirt
98282700,181480,Cotton Men T-Shirt
98282700,78211,Men Custom T -Shirt
98282700,2893,T Shirts
98282700,158308,Men Plain T Shirt
98594732,49996,Camphor Tablet
98594732,214743,Bhimseni Camphor
98594732,5481,Camphor
98594732,138643,Camphor Powder
98594732,154312,Smokeless Camphor
98768341,215888,Sandstone Wall Panels
98768341,165869,Stone Jali
98768341,83840,Wall Murals
98768341,73378,Stone Wall Cladding
98768341,143856,3D Wall Panel
98983350,186034,Pure Cotton Saree
98983350,153122,Printed Cotton Saree
98983350,2114,Cotton Sarees
98983350,220558,Hand Batik Sarees
98983350,186036,Cotton Hand Block Printed Saree
99891719,173013,Building Plan Service
99891719,113648,3D Elevation Service
99891719,183447,Building Elevation Services
99891719,146144,Exterior Design Services
99891719,174065,3D Floor Plan Services
99926372,50063,Anti Bird Net
99926372,180688,Cricket Net
99926372,87859,Bird Spike
99926372,25795,Construction Safety Nets
99926372,181606,Braided Safety Net
100126307,656044,Live Edge Wooden Table
100126307,31755,Mahogany Wood
100126307,133791,Acacia Wood
100126307,178465,Wooden Chopping Board
100126307,2440,Timber Logs
100195284,39112,Sunflower Seeds
100195284,185514,Split Cashew Nut
100195284,55749,California Almond
100195284,5596,Cashew Nuts
100195284,190906,W180 Cashew Nuts
100237497,136080,Printed Paper Cup
100237497,186731,Paper Tea Cup
100237497,5717,Paper Cups
100237497,84273,Paper Coffee Cup
100237497,87617,Paper Ice Cream Cup
100263215,182280,Mahindra Tractor
100263215,42178,Rotavator Blades
100263215,185657,Tractor Front End Loader
100263215,442475,Mahindra Engine Oil
100263215,221249,Mahindra Rotavator
100424701,36125,RCC Hume Pipes
100424701,8989,RCC Pipes
100424701,122518,Precast Compound Wall
100424701,139715,Precast U Drain
100424701,24633,Cement Pipes
100579751,140311,Mineral Mixture
100579751,168682,Liquid Calcium
100579751,133070,Chelated Minerals
100579751,186195,Veterinary Liver Tonic
100579751,181647,Animal Feed Supplement
100610311,69958,Turmeric Finger
100610311,2607,Turmeric Powder
100610311,2603,Turmeric Products
100610311,37427,Soybean Seeds
100610311,146876,Organic Jaggery
100674270,88308,Tea Cup Set
100674270,29411,Gift Sets
100674270,28707,Glass Bowls
100674270,88098,Pudding Set
100674270,442827,Glass Pudding Set
100741754,168375,Highway Road Construction
100741754,45872,House Construction Services
100741754,168245,Bungalow Construction Service
100856576,21317,Adhesive Bandages
100856576,102088,Knee Cap
100856576,27162,Elastic Adhesive Bandage
100856576,8633,Pregnancy Test Kits
100856576,158580,Herbal Digestive Enzyme Syrup
100902514,12085,Glass Perfume Bottles
100902514,180303,Car Hangings
100902514,23326,Car Air Freshener
100902514,4949,Attar
100902514,74493,Crystal Perfume Bottle
101232670,154471,Hybrid Solar Inverter
101232670,37335,Solar Panels
101232670,100299,Monocrystalline Solar Panel
101232670,193593,TATA Solar Panels
101232670,178988,Luminous Inverter Battery
101244300,188461,3 in 1 Wall Mixer
101244300,179030,Single Lever Diverter
101244300,178887,Brass Wall Mixer
101244300,55810,Wall Mixers
101244300,165995,Long Body Bib Cock
101288533,144664,Pump Rental Services
101288533,167553,Dewatering Service
101288533,44868,Well Point Dewatering System
101288533,30242,Heavy Duty Pumps
101288533,2900,Dewatering Pump
101828504,7867,Steam Coal
101828504,114283,Coal
101828504,113678,ROM Coal
101828504,4016,Cooking Coal
101828504,185342,USA Coal
101889741,202031,Adani Solar Panels
101889741,161312,Solar Rooftops
101889741,193973,Waaree Solar Panels
101889741,49,Inverter Battery
101889741,194004,UTL Solar Inverter
101919446,83929,Truck Body
101919446,138553,Trucks Container
101919446,184901,TATA Truck
101919446,171143,Truck Body Fabrication
101919446,50018,Automobile Bodies
102026545,107791,FRP Square Tube
102026545,145128,FRP Channel
102026545,65922,Cast Iron Bench
102026545,12332,Garden Bench
102026545,86320,FRP Fencing
102063385,139294,Floating Fish Feed
102063385,55643,Fish Feed
102063385,655825,Growel Fish Feed
102063385,442859,Groundnut De Oiled Cake
102063385,142630,Groundnut Cake
102080408,78132,Forklift Parts
102080408,95543,LED Beacon
102080408,185459,Forklift Hydraulic Pump
102080408,191438,Forklift Battery Connectors
102080408,155367,Forklift Brake Parts
102379148,188461,3 in 1 Wall Mixer
102379148,181926,Concealed Stop Cock
102379148,178825,Brass Angle Cocks
102379148,146977,Brass Bib Tap
102379148,188462,2 in 1 Wall Mixer
102388388,11877,Garam Masala
102388388,127,Christmas Stars
102388388,218580,Clay Tea Cup
102388388,28284,Fish Masala Mix
102388388,9050,Hanging Star
102453027,95440,Outdoor LED Video Display
102453027,95438,Outdoor LED Display
102453027,118945,LED Video Wall
102453027,99248,Advertising LED Display Screen
102453027,31588,LED Screen
102938522,43200,Combine Harvester
102938522,192898,Kubota Harvester
102938522,650409,Track Combine Harvester
102938522,139361,Paddy Harvester
102938522,139374,Power Reaper
103337155,28652,Fly Ash Bricks
103337155,191470,Concrete Paver Block
103337155,181701,Cement Brick
103337155,25680,Solid Concrete Blocks
103337155,68865,AAC Block
103348819,56247,Gabion Box
103348819,30329,Hexagonal Wire Mesh
103348819,41126,Wire Netting
103348819,182817,GI Wire Mesh
103348819,158158,Steel Gabion
103623235,118607,Wooden Rolling Pin
103623235,266430,Wooden Chakla
103623235,20881,Violin Pegs
103623235,87895,Violin Accessories
103623235,20883,Violin Fingerboard
103728466,226934,Eucalyptus Pole
103728466,41375,Wooden Pole
103728466,41452,Wood Poles
103728466,36715,Sal Wood
103728466,114087,Firewoods
104294585,69245,Fresh Garlic
104294585,42518,Garlic
104294585,187693,Organic Garlic
104294585,179852,Peeled Garlic
104294585,216871,Black Garlic
104500230,158501,Line Boring Machine
104500230,40410,Turning Machine
104500230,121310,Line Boring Services
104500230,189065,Track Pin Press
104500230,10847,Hydraulic Press
105123627,9729,MS Plates
105123627,11734,GC Sheets
105123627,183187,Mangalam Mild Steel Welding Rod
105123627,159024,Mild Steel Binding Wire
105123627,207709,Cumi Grinding Wheels
105141793,28652,Fly Ash Bricks
105141793,10230,Interlocking Pavers
105141793,3755,Chequered Tiles
105141793,119126,Cement
105141793,147241,Interlocking Tiles
105272268,166128,Vitrified Floor Tile
105272268,2237,Floor Tiles
105272268,184943,Kajaria Floor Tiles
105272268,192608,Floor Tile Adhesive
105272268,184887,Kajaria Vitrified Tiles
105529058,9792,Maize Cattle Feed
105529058,167225,Carton Scrap
105529058,122768,Tetra Pack
105529058,141776,Cattle Feed Raw Material
105529058,179603,Maize Seeds
105558714,650403,Rungta TMT Bar
105558714,184861,TATA TMT Bars
105558714,182500,Jindal TMT Bars
105558714,444519,Nuvoco Concreto Cement
105558714,183799,ACC Cement
105673948,39669,Tea Leaves
105673948,143826,CTC Tea
105673948,105919,Tea
105673948,114244,Loose Tea
105673948,4449,Black Tea
105707675,122518,Precast Compound Wall
105707675,122158,Compound Wall
105707675,181009,RCC Readymade Compound Wall
105707675,13675,Chain Link Fencing
105707675,120754,Concrete Compound Wall
106295341,148833,Compressed Air Pipe Fittings
106295341,182471,Atlas Copco Air Compressors
106295341,159675,Air Compressor Rental
106295341,53588,PPR Pipe Fittings
106295341,111257,Pneumatic FRL Unit
106310025,162605,C Type Power Press Machine
106310025,7262,Power Press
106310025,445326,Used Power Press
106310025,9933,Mechanical Power Presses
106310025,9934,Mechanical Press
106515123,30719,Industrial Sheds
106515123,28191,Fabrication Works
106515123,168931,Iron Fabrication Services
106515123,24406,Combination Pliers
106515123,7793,Stainless Steel Fabricators
106684003,6472,Commercial Atta Chakki Machine
106684003,44757,Paper Plate Making Machine
106684003,28610,Flour Mill
106684003,44751,Disposable Glass Making Machine
106684003,175385,Detergent Formulation Consulting
106691436,181573,SS RO Plant
106691436,39429,Water Purification Systems
106691436,132266,Commercial Reverse Osmosis System
106691436,132268,Industrial Reverse Osmosis Plant
106691436,20514,FRP Vessels
106713508,219289,Glass Milk Bottle
106713508,28751,Glass Storage Jar
106713508,28733,Glass Jars
106713508,216538,Salsa Glass Jar
106713508,146230,Pickle Jars
106890662,182433,LG Washing Machine
106890662,133834,Electric Geyser
106890662,5177,Mixer Grinder
106890662,182553,Samsung Washing Machine
106890662,179010,LG Split Air Conditioners
107183630,1021,Stone Pillars
107183630,180834,Marble Bowl
107183630,9877,Marble Table
107183630,215888,Sandstone Wall Panels
107183630,177777,Marble Tulsi Stand
107456837,41727,Sugar Sachets
107456837,121169,Invert Sugar Syrup
107456837,28818,Golden Syrup
107456837,179184,Pharma Grade Invert Sugar Syrup
107456837,121076,Bakery Grade Invert Syrup
107557088,40939,Waste Oils
107557088,1454,Bitumen
107568537,187707,Men Lower
107568537,10491,Kids Wear
107568537,650551,Men Co-Ord Sets
107568537,7373,Night Suits
107568537,184669,Kids Baba Suit
107735322,181778,Kirloskar Diesel Generator
107735322,37848,Silent Diesel Generator
107735322,13467,Diesel Generator
107735322,12771,DG Sets
107735322,184867,Mahindra Diesel Generator
108048564,24186,Carton Box
108048564,180740,3 Ply Corrugated Box
108048564,180741,5 Ply Corrugated Box
108048564,1416,Corrugated Box
108048564,111362,Printed Corrugated Boxes
108233516,185017,Asian Emulsion Paints
108233516,181050,Asian Paints Wall Putty
108233516,206154,Apex Ultima Emulsion Paints
108233516,178014,Damp Proof Paint
108233516,3371,Waterproof Coatings
108548285,88026,PVC Wall Panel
108548285,74546,PVC Panel
108548285,219343,WPC Wall Panel
108548285,132227,PVC False Ceiling
108548285,165819,Home Painting Services
108949260,6042,Plastic Chairs
108949260,184389,Nilkamal Plastic Chairs
108949260,35998,Revolving Chair
108949260,181865,Plastic Arm Chair
108949260,145359,Three Seater Waiting Chair
109197631,84569,Cotton Poplin Fabric
109197631,184549,Petticoat Fabric
109197631,88450,Poplin Fabric
109197631,185200,Cotton Petticoat
109197631,179839,Petticoat
109217771,114244,Loose Tea
109217771,188575,Premium Tea
109217771,143826,CTC Tea
109217771,4941,Assam Tea
109217771,105919,Tea
109397911,94946,Residential Elevator
109397911,27220,Electric Bicycle
109397911,204984,School Van
109397911,78116,Food Van
109397911,442256,Electric Food Van
109471429,132960,White Marble
109471429,114352,Italian Marble
109471429,105877,Marble
109471429,9874,Marble Stone
109471429,626,Marble Slabs
109658860,137707,LED Bollard Light
109658860,185415,Solar LED Garden Light
109658860,152947,Solar Street Light Pole
109658860,107334,Garden Pole Light
109658860,94562,Street Light Pole
109863510,151241,Zeolite Granules
109863510,176584,Zeolite Powder
109863510,166012,Toxin Binder
109863510,4378,Bentonite Powder
109863510,188742,Cattle Feed Supplement
109900811,31500,Lamp Oil
109900811,49996,Camphor Tablet
109900811,146575,Incense Stick Pouch
109900811,764,Incense Sticks
109900811,153782,Havan Samagri
109911655,184283,Bike Engine Oil
109911655,12196,Four Stroke Engine Oil
109911655,181087,Castrol Engine Oil
109911655,219392,Castrol Bike Engine Oil
109911655,6112,Engine Oil
110100982,6222,Face Wash
110100982,6218,Face Cream
110100982,158713,Night Cream
110100982,182748,Hair Growth Oil
110100982,99655,Body Washes
110160725,209095,EV Charging Station
110160725,38289,Steel Enclosures
110160725,27247,Electric Enclosures
110160725,33485,Metal Enclosures
110160725,167257,Stabilizer Cabinet
110184238,106148,Submersible Winding Wires
110184238,145631,Copper Winding Wire
110184238,7016,Enameled Copper Wire
110184238,121143,Enameled Aluminium Wire
110184238,185352,Enamelled Winding Wire
110194670,65661,Gemstone Bracelet
110194670,185997,White Pebble
110194670,13082,Pyrite Stone
110194670,25150,Crystal Bracelets
110194670,226872,Gemstone Tree
110241587,95946,Wedding Chair
110241587,36358,Restaurant Table & Chair
110241587,87985,Restaurant Table
110241587,18711,Steel Chair
110241587,2899,Table Base
110281159,69891,Commercial Security Service
110281159,131644,Residence Security Services
110281159,37943,Security Guards
110281159,117850,Industrial Security Services
110281159,168381,Housekeeping Manpower Services
110458606,15693,Influenza Vaccine
110458606,162382,Darbepoetin Alfa Injection
110458606,137953,Erythropoietin Injection
110458606,143193,Human Albumin Injection
110458606,225029,Renocrit Injection
110473545,120988,Ivermectin Tablets
110473545,444900,Tadalafil Tablets
110473545,650106,Cenforce Tablets
110473545,650012,Tirzepatide Injection
110473545,444899,Sildenafil Tablets
110525757,185514,Split Cashew Nut
110525757,185513,LWP Cashew Nut
110525757,5596,Cashew Nuts
110525757,182617,W320 Cashew Nuts
110525757,55750,Dried Nuts
110528838,32052,Life Jacket
110528838,31771,Marine Safety Equipment
110528838,9884,Marine Equipments
110528838,86007,Breathing Apparatus
110528838,53466,Marine Compass
110954911,31433,Labour Contractors
110954911,175000,Contract Labour Supplier Services
110954911,45999,Manpower Solution
110954911,168570,Unskilled Labour Service
110954911,161007,Tile Flooring Services
111251369,25803,Construction Toy
111251369,656406,Kids Study Table
111251369,650415,DJ Pickup Toy
111251369,20595,Kids Toys
111251369,50360,Toy Jeep
111252937,6776,Ladies Earring
111252937,13055,Brass Earring
111252937,65734,Imitation Earring
111252937,619,Gold Earrings
111252937,1872,Fashion Earrings
111770050,122335,Rose Tree
111770050,118493,Banana Tissue Culture Plants
111770050,182768,Guava Plants
111770050,180420,Mango Plant
111770050,145991,Lemon Tree
111821638,140720,Masala Making Machine
111821638,136716,Namkeen Making Machines
111821638,34448,Pizza Oven
111821638,106959,Potato Chips Making Machine
111821638,192430,Cold Press Oil Machine
111992168,10443,Keychains
111992168,25166,Crystal Stone
111992168,95819,Decorative Charm
111992168,65774,Pendant
111992168,7304,Neck Chains
111996554,180434,Stainless Steel Glass Railing
111996554,183973,Modular Sofa
111996554,183839,L Shape Sofa Set
111996554,20236,Wooden Table
111996554,37022,Sofa Bed
112044289,132960,White Marble
112044289,9874,Marble Stone
112044289,4438,Black Granite
112044289,114352,Italian Marble
112044289,2295,Granite Slab
112191872,14433,Cat 6 Cable
112191872,444870,D-Link LAN Cable
112191872,186130,Assembled Desktop Computer
112191872,26343,Desktop Computer
112191872,223066,Biofloc Fish Farming Tank
112226425,216824,Statue Painting Services
112226425,2000,Marble Paintings
112226425,178185,Marble Ganesh Statue
112226425,179201,Marble Durga Statue
112226425,16045,Hanuman Statue
112307768,13082,Pyrite Stone
112307768,18414,Quartz Crystal
112307768,25166,Crystal Stone
112307768,25150,Crystal Bracelets
112307768,65661,Gemstone Bracelet
112476844,37393,Sorghum
112476844,44914,Bajra
112476844,190277,Barnyard Millet
112476844,156360,Husked Coconut
112476844,80360,Foxtail Millet
112985127,137644,Panel Making Machine
112985127,141632,Irrigation Pipe Making Machine
112985127,34906,PVC Pipe Machine
112985127,215237,Corrugated Pipe Machine
112985127,144570,Roofing Sheet Making Machine
113001756,56268,False Ceiling Services
113001756,170749,Shop Interior Designing
113001756,31028,Interior Decorators
113001756,167910,False Ceiling Designing
113001756,147295,Showroom Interior Designing
113092335,181556,Siemens PLC
113092335,1686,Safety Relays
113092335,182623,Allen Bradley PLC
113092335,167489,Bus Coupler
113092335,192745,Omron PLC
113363715,110534,Dried Fruit Pouches
113363715,129165,Snack Food Pouches
113363715,85957,Packaging Pouch
113363715,84725,Food Packaging Pouches
113363715,85278,Milk Pouch
113384428,2728,Vermicompost
113384428,442996,LCD Writing Tablet
113384428,25982,Tamper Proof Courier Bags
113384428,182619,Live Earthworms for composting
113384428,446297,Temperature Water Bottle
113472551,189241,Roto Fabric
113472551,7123,Polyester Fabric
113472551,84594,Micro Polyester Fabric
113472551,184549,Petticoat Fabric
113472551,185200,Cotton Petticoat
113751422,168775,Boom Lift Rental
113751422,42992,Articulated Boom Lifts
113751422,78151,Truck Mounted Crane
113751422,42461,Crane Rental
113751422,23724,Boom Lift
113806295,183988,Wooden Spice Box
113806295,20240,Wooden Tray
113806295,1585,Wooden Jewelry Box
113806295,154338,Wooden Incense Burners
113806295,156252,Wooden Incense Holder
115001412,151173,Battery Operated Rickshaw
115001412,145630,Electric Rickshaw Three Wheeler
115001412,445384,Electric Auto Rickshaw
115001412,183235,E-Rickshaw Loader
115106654,143492,Raw Incense Stick
115106654,177610,Potli Bags
115106654,137695,Cow dung Cake for Manure
115106654,42112,Floral Incense Sticks
115106654,141759,Bamboo Incense Stick
115121575,32519,Marble Wash Basin
115121575,146449,Marble Mortar
115121575,55402,Marble Bathroom Accessories
115121575,445189,Marble Urli
115121575,180427,Marble Pooja Thali
115595785,443266,Millet Cookies
115595785,226776,Millet Flakes
115595785,148447,Diwali Gifts
115595785,218144,Jowar Flakes
115595785,218500,Ragi Biscuits
115822855,145645,Neem Cake Fertilizer
115822855,180420,Mango Plant
115822855,122251,Farming Consultants
115822855,147677,Oyster Mushroom Spawn
115822855,20935,Oyster Mushroom
116239620,36849,Room Fresheners
116239620,101984,Macaroni
116239620,185510,Air Freshener Spray
116239620,178503,Cold Storage Room Rental Services
116239620,56051,Liquid Air Freshener
116521270,10992,Industrial Epoxy Flooring
116521270,171906,Industrial Epoxy Flooring Service
116521270,27939,Epoxy Flooring
116521270,120852,Epoxy Flooring Services
116521270,165824,Epoxy Floor Coating Services
116550762,180492,Men Sport Shoes
116550762,161122,Ladies Flat Sandals
116550762,180557,Leather Loafer Shoes
116550762,153412,Men Leather Shoes
116550762,180391,Men Formal Shoes
116616006,28751,Glass Storage Jar
116616006,84052,Decorative Candle Jar
116616006,37731,Shot Glass
116616006,81267,Tea Glass
116616006,94902,Glass Tumbler
116749988,42903,Printed Pouches
116749988,85957,Packaging Pouch
116749988,18682,Stand Up Pouch
116749988,11323,Laminated Pouches
116749988,84725,Food Packaging Pouches
116861370,141701,School Blazer
116861370,133123,School T Shirts
116861370,10479,Kids School Uniforms
116861370,141700,School Belt
116861370,167700,School Sweater
116872459,143885,Glass Connector
116872459,442945,Glass L Connector
116872459,11678,Door Closer
116872459,8956,Railing Fittings
116872459,185030,Glass Point Fitting
116992343,30770,Ice Cream Machines
116992343,20547,Ice Gel Packs
116992343,193962,Nilkamal Plastic Crates
116992343,139363,Paneer Making Machine
116992343,148103,Water Pouch Packing Machine
117314377,445369,Metal Dry Fruit Box
117314377,146431,Metal Urli
117314377,445299,Glass Jewelry Box
117314377,44126,Gift Hamper
117314377,96127,Glass Photo Frame
117543437,143193,Human Albumin Injection
117543437,161859,Enoxaparin Injection
117543437,137953,Erythropoietin Injection
117543437,445971,Ferric Carboxymaltose injection
117543437,180227,Clexane Injection
117549957,3904,Coconut Oil
117549957,189263,Cold Pressed Coconut Oil
117549957,11166,Groundnut Oil
117549957,186143,Coconut Cooking Oil
117549957,162950,Madhuca longifolia Oil
117585079,6042,Plastic Chairs
117585079,131720,Plastic Insulated Casserole
117585079,36358,Restaurant Table & Chair
117585079,131719,Hot Case
117585079,155507,Plastic Vegetable Crate
117701890,3755,Chequered Tiles
117701890,132735,Parking Tile
117701890,24637,Cement Tiles
117701890,185602,Vitrified Parking Tiles
117701890,147241,Interlocking Tiles
117919405,26752,Document Bag
117919405,90201,Organizer Bag
117919405,41964,Stainless Steel Tumbler
117919405,911,Tumblers
117919405,658813,Document Organizer Bag
118060066,36125,RCC Hume Pipes
118060066,8989,RCC Pipes
118060066,24633,Cement Pipes
118060066,38247,Spun Pipes
118060066,190163,RCC Half Round Pipe
118068947,166148,Acrylic Trophies
118068947,132574,Award Trophies
118068947,43269,Crystal Trophies
118068947,11348,Lapel Pins
118068947,43268,Metal Trophies
118180896,28953,Freeze Dryers
118180896,23424,Biochemistry Analyzer
118180896,84709,Ice Flaker
118180896,177080,Auto Refractometer
118180896,193098,Erba Biochemistry Analyzer
118510278,149698,Mild Steel Welding Rod
118510278,2254,Welding Rods
118510278,183187,Mangalam Mild Steel Welding Rod
118510278,2253,Welding Electrodes
118510278,5102,MIG Welding Wire
118612036,7635,Soil Conditioner
118612036,139254,Clay Brick Making Machine
118612036,140259,Clay Modifier
118612036,25000,Clay Mixers
118612036,44158,Chemical Hardener
118692491,30957,Instant Noodle
118692491,21852,Banana Chips
118692491,38,Biscuit
118692491,141780,Cheese Balls
118692491,139186,Wafer Biscuits
118761662,161148,Shilajit Capsule
118761662,185221,Kashmiri Saffron
118761662,127342,Natural Saffron
118761662,180441,Saffron Powder
118761662,441885,Shilajit Resin
118791071,651654,Mycorrhizal Bio Fertilizer
118791071,527,Bio Fertilizers
118791071,43849,NPK Fertilizer
118791071,187345,Zinc Fertilizers
118791071,177810,Flowering Stimulant
118881082,84889,Cast Iron Grill
118881082,106967,Cast Iron Railing
118881082,102080,Cast Iron Stairs
118881082,184721,Cast Iron Gate
118881082,85142,Cast Iron Ornament
118937268,148768,UPVC Sliding Windows
118937268,126216,UPVC Profile
118937268,43482,UPVC Windows
118937268,184055,UPVC Window Profile
118937268,184347,UPVC Glass Window
119001399,87669,Stainless Steel Water Bottle
119001399,951,Wall Clocks
119001399,25569,Decorative Wall Clock
119001399,235626,Metal Mobile Stands
119001399,193074,Ajanta Quartz Wall Clock
119220716,3548,Wooden Sofa Set
119220716,18988,Teak Wood Sofa
119220716,180079,Wooden Sofa Bed
119220716,183837,Three Seater Sofa
119220716,173148,Wooden Carved Sofa Set
119238061,10868,Hydrochloric Acid
119238061,3631,Caustic Soda Flakes
119238061,30955,Instant Adhesives
119238061,139686,Polyacrylamide
119238061,4379,Benzalkonium Chloride
119345030,215317,Ortho Nil Powder
119345030,655270,Sandhi Sukh Powder
119345030,246332,Dard Mukti Powder
119345030,280413,Gopal Herbal Joint Pain Relief Powder
119345030,206491,Gopal Herbal Fitness Supplements
119426567,36358,Restaurant Table & Chair
119426567,36357,Restaurant Chairs
119426567,96525,Cafe Chair
119426567,87985,Restaurant Table
119426567,1824,Hotel & Restaurant Furniture
119428536,43769,Cocopeat Block
119428536,43766,Coir Pot
119428536,88009,Cocopeat Brick
119428536,20471,Coir Pith
119428536,167497,Filled Dry Fruit Gift Box
119812437,219289,Glass Milk Bottle
119812437,28733,Glass Jars
119812437,28751,Glass Storage Jar
119812437,216538,Salsa Glass Jar
119812437,612,Glass Bottles
119832857,140396,Retractable Roof
119832857,143414,Car Sheds
119832857,42328,Modular Tensile Structure
119832857,50762,Tensile Structures
119832857,135895,Car Parking Tensile Structure
119954092,142388,Mini Offset Printing Machine
119954092,142603,Offset Color Printing Machine
119954092,2072,Offset Printing Machines
119954092,182632,Used Offset Printing Machine
119954092,142389,Single Color Offset Printers
120098230,10548,Kota Stone
120098230,173906,Kadappa Stone
120098230,8012,Stone Slabs
120098230,106611,Granite Stone
120098230,1014,Granite
120156482,10868,Hydrochloric Acid
120156482,4462,Bleaching Powder
120156482,7610,Sodium Lauryl Ether Sulphate
120156482,3631,Caustic Soda Flakes
120156482,37001,Sodium Hypochlorite
120195538,85876,LD Plastic Carry Bag
120195538,6041,Plastic Carry Bag
120195538,9062,HDPE Carry Bags
120195538,85655,Grocery Bag
120195538,154415,HM Liner Bags
120426127,132960,White Marble
120426127,626,Marble Slabs
120426127,215043,Makrana White Marble
120426127,114352,Italian Marble
120426127,151987,White Marble Temple
120575504,4395,Cycle Frame
120575504,4401,Bicycles Parts
120595518,77641,Destoner
120595518,138056,Rice Destoner
120595518,140835,Wheat Cleaning Machine
120595518,11097,Grain Cleaners
120595518,227089,Magnetic Destoner
120948063,652606,Macadamia Plant
120948063,136717,Agar Plant
120948063,187904,Arecanut Plant
120948063,32957,Oak Trees
120948063,154954,Red Sandalwood Plants
121235136,44756,Paper Cup Making Machine
121235136,44751,Disposable Glass Making Machine
121235136,44757,Paper Plate Making Machine
121235136,143076,Paper Glass Making Machine
121235136,214598,Used Paper Cup Making Machine
121249502,16441,Kali Statue
121249502,15539,Durga Statue
121249502,11058,God Statues
121249502,191753,Bhim Rao Ambedkar Statue
121249502,70078,Radha Krishna Statues
121356525,114136,Potato
121356525,45805,Bananas
121356525,113695,Onion
121356525,42518,Garlic
121356525,84784,Green Banana
121441239,36401,RFID Tag
121441239,69908,RFID Wristband
121441239,36400,RFID Card
121441239,53080,UHF Tag
121441239,81020,RFID Label
121546682,650440,Oversized T Shirt
121546682,43238,Short Kurtis
121546682,220300,Kurti Pant Set
121546682,183433,Crop Top
121546682,11198,Cotton T-shirts
121882242,154403,Color Spectrophotometer
121882242,144187,Whiteness Meter
121882242,26598,Digital Colorimeter
121882242,167205,Digital Moisture Meter
121882242,123859,Color Measuring Equipment
122320289,12018,Dry Red Chilli
122320289,186625,Teja Red Chilli
122320289,187224,Guntur Dry Red Chilli
122320289,8066,Red Chilli
122320289,8067,Red Chilli Powder
122431467,44697,Core Cutting Services
122431467,153579,Rebarring Services
122431467,214840,Rebaring Chemicals
122431467,173298,RCC Core Cutting
122431467,145204,RCC Cutting Services
122496548,150442,Hospital Bed Sheet
122496548,74802,Cotton Bath Towel
122496548,13679,Chair Cover
122496548,13541,Cotton Pillow Cover
122496548,4107,Cotton Bed Sheet
122565169,9866,Marble Pillars
122565169,32520,Marble Temples
122565169,650973,Stone Tulsi Pot
122565169,151987,White Marble Temple
122565169,1021,Stone Pillars
122579463,443941,Saint Gobain Gypsum Board
122579463,29937,Gypsum Board
122579463,64882,Ceiling Channel
122579463,210623,Gyproc Ceiling Accessories
122579463,161832,Fireproof Gypsum Boards
122705397,41048,Water Leak Detectors
122705397,40479,Ultrasonic Flaw Detectors
122705397,182672,Hart Communicators
122705397,176582,Rebar Detection System
122705397,164224,Rebound Hammer
122712672,187904,Arecanut Plant
122712672,154954,Red Sandalwood Plants
122712672,50075,Bamboo Plants
122712672,113844,Teak Plants
122712672,192767,Sandalwood Plant
122810525,17058,Leather Keychain
122810525,94835,Promotional Keychain
122810525,94820,Customized Key Chain
122810525,95027,Rubber Keychain
122810525,116718,Silicone Rubber Keychain
122999785,116251,Wooden Coin Boxes
122999785,20240,Wooden Tray
122999785,135839,Wooden Pen Stand
122999785,5932,Piggy Banks
122999785,96457,Money Box
123643604,36358,Restaurant Table & Chair
123643604,87985,Restaurant Table
123643604,36357,Restaurant Chairs
123643604,96525,Cafe Chair
123643604,19406,Wooden Chair
123645782,11270,Cumin Seeds
123645782,4444,Black Mustard Seeds
123645782,5315,Mustard Seeds
123645782,186496,Organic Cumin Seed
123645782,6281,Fennel Seed
124444156,177237,Black Turmeric
124444156,50075,Bamboo Plants
124444156,136717,Agar Plant
124444156,154954,Red Sandalwood Plants
124444156,186982,Mahogany Plants
124577740,530,Organic Fertilizers and Manure
124577740,2728,Vermicompost
124577740,209021,Vermiwash
124577740,528,Chemical Fertilizers
124577740,444600,Chicken Manure
124663529,4646,Brass Door Knocker
124663529,4618,Brass Bells
124663529,420,Brass Door Hardware
124663529,10038,Metal Bells
124663529,162753,Brass Temple Bell
125127774,214916,Saffron Bulbs
125127774,83940,Pecan Nuts
125127774,1253,Walnut
